elapsed_s,cpu_percent,rss_mb,vms_mb,threads,read_mb,write_mb,system_cpu_percent,system_memory_percent
3.814697265625e-06,97.9,6.15625,401258.03125,2,0.0,0.0,40.0,51.7
0.5146169662475586,29.6,153.203125,815133.640625,58,0.0,0.0,26.1,51.7
1.0291268825531006,0.0,162.0,815160.015625,66,0.0,0.0,15.0,52.3
1.5432629585266113,0.0,166.953125,815155.921875,64,0.0,0.0,17.9,52.3
2.057518720626831,0.0,186.328125,815155.921875,64,0.0,0.0,22.4,52.6
2.5716679096221924,0.0,204.515625,815155.921875,64,0.0,0.0,11.7,52.7
3.0858278274536133,2.0,208.4375,815154.09375,63,0.0,0.0,12.3,52.7
3.5967869758605957,0.0,208.4375,815154.09375,63,0.0,0.0,11.2,52.7
4.110911846160889,0.0,222.6875,815154.09375,63,0.0,0.0,11.3,52.7
4.625081777572632,0.0,242.828125,815154.09375,63,0.0,0.0,13.5,52.8
5.139226913452148,0.0,261.171875,815154.09375,63,0.0,0.0,11.8,52.9
5.653398036956787,0.2,283.984375,815153.0,61,0.0,0.0,12.7,52.9
6.167567729949951,0.0,283.984375,815153.0,61,0.0,0.0,10.5,52.9
6.681705951690674,0.0,283.984375,815153.0,61,0.0,0.0,10.9,52.9
7.1957948207855225,0.0,285.796875,815153.0,61,0.0,0.0,10.9,52.9
7.7099339962005615,0.0,285.796875,815153.0,61,0.0,0.0,19.0,52.9
8.224104881286621,0.1,288.265625,815153.0,61,0.0,0.0,11.3,52.9
8.73825478553772,0.0,288.265625,815153.0,61,0.0,0.0,10.7,52.9
9.25235390663147,0.0,288.265625,815153.0,61,0.0,0.0,11.7,52.9
9.766488790512085,0.0,288.265625,815153.0,61,0.0,0.0,11.3,52.9
10.280612707138062,0.0,288.265625,815153.0,61,0.0,0.0,10.4,52.9
10.794715881347656,0.1,288.265625,815153.0,61,0.0,0.0,11.3,52.9
11.306493997573853,0.0,288.28125,815153.0,61,0.0,0.0,11.9,52.9
11.815506935119629,0.0,288.28125,815153.0,61,0.0,0.0,11.5,52.9
12.3296377658844,0.0,288.28125,815153.0,61,0.0,0.0,10.7,52.9
12.84374189376831,0.0,288.28125,815153.0,61,0.0,0.0,10.4,52.9
13.355672836303711,0.5,288.375,815153.0,61,0.0,0.0,16.9,53.1
13.865230798721313,0.0,288.375,815153.0,61,0.0,0.0,14.0,52.9
14.379390954971313,0.0,288.734375,815153.0,61,0.0,0.0,13.2,53.0
14.891672134399414,0.0,288.734375,815153.0,61,0.0,0.0,17.6,52.9
15.39877200126648,0.0,288.734375,815153.0,61,0.0,0.0,11.6,52.9
15.9076988697052,0.1,288.734375,815153.0,61,0.0,0.0,10.8,52.9
16.41585087776184,0.0,288.734375,815153.0,61,0.0,0.0,10.7,52.9
16.930205821990967,0.0,288.734375,815153.0,61,0.0,0.0,11.5,52.9
17.44456386566162,0.0,288.734375,815153.0,61,0.0,0.0,11.7,52.9
17.958939790725708,0.0,288.734375,815153.0,61,0.0,0.0,10.6,52.9
18.47197699546814,0.1,288.75,815153.0,61,0.0,0.0,10.6,52.9
18.9769868850708,0.0,288.75,815153.0,61,0.0,0.0,11.0,52.9
19.491334915161133,0.0,288.75,815153.0,61,0.0,0.0,11.3,52.9
19.995633840560913,0.0,288.75,815153.0,61,0.0,0.0,10.7,52.8
20.50713801383972,0.0,288.890625,815153.0,61,0.0,0.0,10.9,52.8
21.018682956695557,0.4,289.09375,815153.0,61,0.0,0.0,12.1,52.9
21.53095507621765,0.0,289.09375,815153.0,61,0.0,0.0,15.4,52.9
22.043364763259888,0.0,289.09375,815153.0,61,0.0,0.0,14.8,52.9
22.547950744628906,0.0,289.09375,815153.0,61,0.0,0.0,11.6,52.9
23.061274766921997,0.0,289.09375,815153.0,61,0.0,0.0,11.4,52.9
23.56604290008545,0.4,289.3125,815153.0,61,0.0,0.0,12.2,52.9
24.080461978912354,0.0,289.3125,815153.0,61,0.0,0.0,10.4,52.9
24.594767808914185,0.0,289.328125,815153.0,61,0.0,0.0,11.9,52.9
25.109069108963013,0.0,289.328125,815153.0,61,0.0,0.0,10.9,52.9
25.623320817947388,0.0,289.328125,815153.0,61,0.0,0.0,10.7,52.8
26.130384922027588,0.2,289.390625,815153.0,61,0.0,0.0,11.1,52.9
26.644571781158447,0.0,289.390625,815153.0,61,0.0,0.0,11.0,52.9
27.15871787071228,0.0,289.390625,815153.0,61,0.0,0.0,11.1,52.9
27.672797918319702,0.0,289.390625,815153.0,61,0.0,0.0,11.0,52.9
28.1868999004364,0.0,289.390625,815153.0,61,0.0,0.0,10.5,52.9
28.69610071182251,0.0,289.390625,815153.0,61,0.0,0.0,20.1,52.9
29.21032691001892,0.1,289.875,815153.0,61,0.0,0.0,11.5,52.9
29.72446894645691,0.0,289.875,815153.0,61,0.0,0.0,13.5,53.0
30.230628728866577,0.0,289.875,815153.0,61,0.0,0.0,11.4,52.9
30.735299110412598,0.0,289.875,815153.0,61,0.0,0.0,11.0,52.9
31.24584698677063,0.0,289.875,815153.0,61,0.0,0.0,12.0,53.0
31.75996494293213,0.1,289.90625,815153.0,61,0.0,0.0,11.1,53.0
32.27408194541931,0.0,289.90625,815153.0,61,0.0,0.0,11.5,52.9
32.78826689720154,0.0,289.90625,815153.0,61,0.0,0.0,10.9,52.9
33.302363872528076,0.0,289.90625,815153.0,61,0.0,0.0,10.5,52.9
33.816482067108154,0.0,289.90625,815153.0,61,0.0,0.0,10.9,52.9
34.33058404922485,0.1,289.953125,815153.0,61,0.0,0.0,11.5,52.9
34.844740867614746,0.0,290.015625,815153.0,61,0.0,0.0,12.3,52.9
35.35597491264343,0.0,290.015625,815153.0,61,0.0,0.0,13.0,53.0
35.86205291748047,0.0,290.015625,815153.0,61,0.0,0.0,18.8,52.9
36.37320876121521,0.0,290.015625,815153.0,61,0.0,0.0,11.7,53.0
36.88739085197449,0.2,290.03125,815153.0,61,0.0,0.0,12.5,52.9
37.39572501182556,0.0,290.03125,815153.0,61,0.0,0.0,11.2,52.9
37.90896797180176,0.0,290.0625,815153.0,61,0.0,0.0,11.4,52.9
38.423320055007935,0.0,290.0625,815153.0,61,0.0,0.0,10.7,52.9
38.93761491775513,0.0,290.0625,815153.0,61,0.0,0.0,12.2,52.9
39.449118852615356,0.2,290.15625,815153.0,61,0.0,0.0,12.3,52.9
39.96325612068176,0.0,290.15625,815153.0,61,0.0,0.0,11.1,52.9
40.47739911079407,0.0,290.15625,815153.0,61,0.0,0.0,11.0,52.9
40.99100685119629,0.0,290.296875,815153.0,61,0.0,0.0,11.3,52.9
41.49599003791809,0.0,290.296875,815153.0,61,0.0,0.0,10.8,52.8
42.01010584831238,0.2,290.328125,815153.0,61,0.0,0.0,11.6,52.8
42.52443599700928,0.0,290.328125,815153.0,61,0.0,0.0,14.6,52.8
43.034695863723755,0.0,290.328125,815153.0,61,0.0,0.0,15.4,52.8
43.548877000808716,0.0,290.328125,815153.0,61,0.0,0.0,12.5,52.6
44.0613648891449,0.0,292.4375,815153.0,61,0.0,0.0,11.1,52.5
44.5755980014801,0.2,292.46875,815153.0,61,0.0,0.0,11.0,52.5
45.089816093444824,0.0,292.46875,815153.0,61,0.0,0.0,10.9,52.5
45.60125684738159,0.0,292.46875,815153.0,61,0.0,0.0,10.9,52.5
