elapsed_s,cpu_percent,rss_mb,vms_mb,threads,read_mb,write_mb,system_cpu_percent,system_memory_percent
3.814697265625e-06,92.9,6.15625,401250.03125,2,0.0,0.0,33.3,50.2
0.5145549774169922,31.2,153.265625,815295.78125,61,0.0,0.0,0.0,50.6
1.02726411819458,0.0,153.265625,815295.78125,61,0.0,0.0,17.2,51.4
1.538374900817871,0.0,153.265625,815295.78125,61,0.0,0.0,14.5,51.3
2.048407793045044,0.0,153.265625,815295.78125,61,0.0,0.0,13.6,51.4
2.5629167556762695,2.2,154.890625,815420.90625,59,0.0,0.0,24.4,51.4
3.07503080368042,0.0,154.890625,815420.90625,59,0.0,0.0,14.3,51.4
3.5834717750549316,0.0,154.890625,815420.90625,59,0.0,0.0,13.9,51.3
4.098158836364746,0.0,154.890625,815420.90625,59,0.0,0.0,11.5,51.3
4.609084844589233,0.2,154.9375,815420.90625,59,0.0,0.0,10.9,51.1
5.123497009277344,0.0,154.96875,815420.90625,59,0.0,0.0,11.7,51.1
5.630228042602539,0.0,154.9375,815419.8125,57,0.0,0.0,11.0,51.1
6.144835948944092,0.0,154.9375,815419.8125,57,0.0,0.0,10.7,51.1
6.659455060958862,0.2,154.953125,815419.8125,57,0.0,0.0,10.9,51.1
7.174040794372559,0.0,154.953125,815419.8125,57,0.0,0.0,11.4,51.1
7.688607931137085,0.0,154.953125,815419.8125,57,0.0,0.0,10.2,51.1
8.193228721618652,0.0,154.953125,815419.8125,57,0.0,0.0,12.5,51.1
8.707676887512207,0.2,154.96875,815419.8125,57,0.0,0.0,10.9,51.1
9.221292734146118,0.0,154.96875,815419.8125,57,0.0,0.0,10.9,51.0
9.733970880508423,0.0,154.96875,815419.8125,57,0.0,0.0,20.2,51.0
10.248366832733154,0.0,154.96875,815419.8125,57,0.0,0.0,10.8,51.0
10.75718092918396,0.2,154.984375,815419.8125,57,0.0,0.0,10.8,51.0
11.261963844299316,0.0,154.984375,815419.8125,57,0.0,0.0,11.6,51.0
11.775324821472168,0.0,154.984375,815419.8125,57,0.0,0.0,10.2,51.0
12.2897469997406,0.1,154.984375,815419.8125,57,0.0,0.0,10.4,51.0
12.797322988510132,0.0,154.984375,815419.8125,57,0.0,0.0,11.2,51.0
13.311203956604004,0.0,154.984375,815419.8125,57,0.0,0.0,10.7,51.0
13.82560682296753,0.0,154.984375,815419.8125,57,0.0,0.0,10.7,51.0
14.33285403251648,0.2,155.015625,815419.8125,57,0.0,0.0,13.2,51.0
14.845323085784912,0.0,155.015625,815419.8125,57,0.0,0.0,10.8,51.0
15.350305080413818,0.0,155.015625,815419.8125,57,0.0,0.0,11.4,51.0
15.865059852600098,0.0,155.015625,815419.8125,57,0.0,0.0,16.3,50.9
16.3762948513031,0.3,155.21875,815419.8125,57,0.0,0.0,14.3,50.9
16.886281967163086,0.0,155.21875,815419.8125,57,0.0,0.0,17.6,50.8
17.40080690383911,0.0,155.21875,815419.8125,57,0.0,0.0,10.3,50.8
17.915321826934814,0.0,155.21875,815419.8125,57,0.0,0.0,10.7,50.9
18.42611289024353,0.5,156.15625,815419.8125,57,0.0,0.0,11.4,50.9
18.930896997451782,0.0,156.15625,815419.8125,57,0.0,0.0,22.6,50.9
19.445273876190186,0.0,156.15625,815419.8125,57,0.0,0.0,11.6,50.9
19.954532861709595,0.0,156.15625,815419.8125,57,0.0,0.0,13.4,50.8
20.468939065933228,0.2,156.203125,815419.8125,57,0.0,0.0,27.1,51.2
20.98366904258728,0.0,156.203125,815419.8125,57,0.0,0.0,24.3,51.0
21.498316764831543,0.0,156.203125,815419.8125,57,0.0,0.0,28.5,51.2
22.012996912002563,0.0,156.203125,815419.8125,57,0.0,0.0,20.5,50.9
22.51962184906006,0.3,156.234375,815419.8125,57,0.0,0.0,20.9,51.0
23.025163888931274,0.0,156.234375,815419.8125,57,0.0,0.0,23.6,51.0
23.53953790664673,0.0,156.234375,815419.8125,57,0.0,0.0,26.6,51.1
24.052201986312866,0.0,156.234375,815419.8125,57,0.0,0.0,24.7,51.2
24.56357979774475,0.2,156.25,815419.8125,57,0.0,0.0,20.7,51.2
25.078144788742065,0.0,156.25,815419.8125,57,0.0,0.0,20.6,51.3
25.589587926864624,0.0,156.25,815419.8125,57,0.0,0.0,21.0,51.3
26.098217010498047,0.0,156.25,815419.8125,57,0.0,0.0,20.1,51.4
26.612776041030884,0.1,156.265625,815419.8125,57,0.0,0.0,21.0,51.4
27.127323865890503,0.0,156.265625,815419.8125,57,0.0,0.0,20.2,51.4
27.640007972717285,0.0,156.265625,815419.8125,57,0.0,0.0,20.9,51.5
28.151505947113037,0.0,156.265625,815419.8125,57,0.0,0.0,20.4,51.5
28.666089057922363,0.3,156.3125,815419.8125,57,0.0,0.0,20.6,51.6
29.17056393623352,0.0,156.3125,815419.8125,57,0.0,0.0,21.2,51.6
29.678294897079468,0.0,156.3125,815419.8125,57,0.0,0.0,21.5,51.6
30.192599773406982,0.0,156.3125,815419.8125,57,0.0,0.0,20.4,51.7
30.70688796043396,0.4,156.59375,815419.8125,57,0.0,0.0,30.8,51.8
31.21601891517639,0.0,156.59375,815419.8125,57,0.0,0.0,21.5,51.8
31.721009969711304,0.0,156.59375,815419.8125,57,0.0,0.0,21.7,51.9
32.23384976387024,0.0,156.59375,815419.8125,57,0.0,0.0,23.0,51.9
32.748228788375854,0.3,156.625,815419.8125,57,0.0,0.0,20.4,52.0
33.26259684562683,0.0,156.625,815419.8125,57,0.0,0.0,20.8,52.0
33.776947021484375,0.0,156.625,815419.8125,57,0.0,0.0,20.6,52.1
34.291285037994385,0.0,156.625,815419.8125,57,0.0,0.0,20.7,52.1
34.80555701255798,0.2,156.65625,815419.8125,57,0.0,0.0,21.6,52.2
35.31985592842102,0.0,156.65625,815419.8125,57,0.0,0.0,21.1,52.2
35.834166049957275,0.0,156.65625,815419.8125,57,0.0,0.0,20.9,52.2
36.34845685958862,0.0,156.65625,815419.8125,57,0.0,0.0,20.5,52.2
36.86278200149536,0.2,156.671875,815419.8125,57,0.0,0.0,21.0,52.3
37.37135291099548,0.0,156.671875,815419.8125,57,0.0,0.0,22.7,52.3
37.87940788269043,0.1,156.671875,815419.8125,57,0.0,0.0,28.4,52.4
38.39366674423218,0.0,156.671875,815419.8125,57,0.0,0.0,21.2,52.0
38.89808011054993,0.2,156.6875,815419.8125,57,0.0,0.0,22.4,52.1
39.408530950546265,0.0,156.6875,815419.8125,57,0.0,0.0,21.1,52.1
39.917096853256226,0.0,156.6875,815419.8125,57,0.0,0.0,20.0,52.2
40.42633605003357,0.8,82.125,814451.890625,33,0.0,0.0,21.3,52.3
40.940489053726196,1.0,155.03125,814900.296875,59,0.0,0.0,22.0,52.4
41.45483708381653,0.0,155.03125,814900.296875,59,0.0,0.0,19.9,52.5
41.96835780143738,0.0,155.03125,814900.296875,59,0.0,0.0,20.0,52.6
42.48274278640747,0.0,155.03125,814900.296875,59,0.0,0.0,20.8,52.6
42.997079849243164,0.2,155.484375,814898.359375,58,0.0,0.0,20.0,52.7
43.505383014678955,0.0,155.484375,814898.359375,58,0.0,0.0,20.0,52.8
44.01976490020752,0.0,155.484375,814898.359375,58,0.0,0.0,22.8,52.8
44.53407073020935,0.0,155.484375,814898.359375,58,0.0,0.0,27.7,52.8
45.04030704498291,0.2,155.515625,814898.359375,58,0.0,0.0,23.0,52.7
45.55484986305237,0.0,155.515625,814898.359375,58,0.0,0.0,22.1,53.0
46.06938290596008,0.0,155.5,814897.8125,57,0.0,0.0,20.1,53.0
46.57789707183838,0.4,155.890625,814897.8125,57,0.0,0.0,21.3,53.0
47.09246277809143,0.0,155.890625,814897.8125,57,0.0,0.0,20.2,53.0
47.60700702667236,0.0,155.890625,814897.8125,57,0.0,0.0,20.7,53.0
