elapsed_s,cpu_percent,rss_mb,vms_mb,threads,read_mb,write_mb,system_cpu_percent,system_memory_percent
5.0067901611328125e-06,97.2,6.046875,401114.03125,2,0.0,0.0,62.5,57.8
0.5092720985412598,31.3,134.640625,814732.5625,54,0.0,0.0,25.1,58.0
1.0236468315124512,0.0,280.1875,814764.1875,58,0.0,0.0,18.1,59.0
1.535614013671875,0.0,280.40625,814773.1875,58,0.0,0.0,19.3,59.0
2.0409698486328125,0.0,280.5625,814774.1875,58,0.0,0.0,12.7,58.8
2.549724817276001,0.0,280.6875,814774.1875,58,0.0,0.0,11.2,58.7
3.0640838146209717,1.5,281.875,814780.359375,57,0.0,0.0,11.3,58.7
3.578300952911377,0.0,284.546875,814780.359375,57,0.0,0.0,11.6,58.8
4.090996026992798,0.0,284.546875,814780.359375,57,0.0,0.0,10.8,58.8
4.605442047119141,0.2,284.5625,814778.3125,56,0.0,0.0,10.7,58.8
5.119801044464111,0.0,284.578125,814778.3125,56,0.0,0.0,11.6,58.8
5.634159088134766,0.0,284.515625,814776.671875,53,0.0,0.0,10.8,58.8
6.145457983016968,0.0,284.5625,814776.671875,53,0.0,0.0,10.6,58.7
6.657023906707764,0.1,284.59375,814776.671875,53,0.0,0.0,11.8,58.8
7.171354055404663,0.0,284.59375,814776.671875,53,0.0,0.0,10.4,58.8
7.685539960861206,0.0,284.59375,814776.671875,53,0.0,0.0,14.7,58.9
8.199813842773438,0.0,284.59375,814776.671875,53,0.0,0.0,14.6,58.7
8.71015191078186,0.1,284.609375,814776.671875,53,0.0,0.0,17.3,58.7
9.224318981170654,0.0,284.609375,814776.671875,53,0.0,0.0,11.7,58.7
9.735481023788452,0.0,284.625,814776.671875,53,0.0,0.0,11.4,58.7
10.249663829803467,0.0,284.640625,814776.671875,53,0.0,0.0,11.1,58.8
10.763833999633789,0.1,284.65625,814776.671875,53,0.0,0.0,10.9,58.8
11.273810863494873,0.0,284.65625,814776.671875,53,0.0,0.0,12.5,58.7
11.788203954696655,0.0,284.671875,814776.671875,53,0.0,0.0,11.0,58.7
12.302576780319214,0.0,284.671875,814776.671875,53,0.0,0.0,11.6,58.7
12.81676197052002,0.5,285.015625,814776.671875,53,0.0,0.0,10.4,58.7
13.328773021697998,0.0,285.015625,814776.671875,53,0.0,0.0,11.3,58.7
13.842916011810303,0.0,285.015625,814776.671875,53,0.0,0.0,10.2,58.7
14.355153799057007,0.0,285.015625,814776.671875,53,0.0,0.0,10.6,58.7
14.869517087936401,0.1,285.03125,814776.671875,53,0.0,0.0,11.2,58.7
15.380971908569336,0.0,285.03125,814776.671875,53,0.0,0.0,15.9,58.7
15.895395040512085,0.0,285.03125,814776.671875,53,0.0,0.0,14.4,58.7
16.409780025482178,0.0,285.03125,814776.671875,53,0.0,0.0,10.9,58.7
16.923207998275757,0.3,285.140625,814776.671875,53,0.0,0.0,10.8,58.7
17.437585830688477,0.0,285.140625,814776.671875,53,0.0,0.0,11.7,58.7
17.945703983306885,0.0,285.15625,814776.671875,53,0.0,0.0,10.8,58.7
18.451531887054443,0.0,285.15625,814776.671875,53,0.0,0.0,12.8,58.7
18.957889080047607,0.5,285.3125,814776.671875,53,0.0,0.0,10.9,58.7
19.472053050994873,0.0,285.328125,814776.671875,53,0.0,0.0,11.1,58.7
19.986238956451416,0.0,285.328125,814776.671875,53,0.0,0.0,11.3,58.7
20.500370979309082,0.0,285.328125,814776.671875,53,0.0,0.0,10.5,58.7
21.014508962631226,0.2,285.34375,814776.671875,53,0.0,0.0,10.9,58.7
21.52451491355896,0.0,285.34375,814776.671875,53,0.0,0.0,11.0,58.6
22.032737970352173,0.0,285.359375,814776.671875,53,0.0,0.0,11.0,58.6
22.546865940093994,0.0,285.359375,814776.671875,53,0.0,0.0,17.5,58.7
23.061280012130737,0.3,285.375,814776.671875,53,0.0,0.0,12.7,58.6
23.57560086250305,0.0,285.375,814776.671875,53,0.0,0.0,13.5,58.6
