benchmark,bench,mode,score,scoreError,ciLow,ciHigh,unit,rawCount,rawMin,rawMax,gc_alloc_rate_norm_score,gc_alloc_rate_norm_scoreError,gc_alloc_rate_norm_ciLow,gc_alloc_rate_norm_ciHigh,gc_alloc_rate_norm_unit,gc_alloc_rate_score,gc_alloc_rate_scoreError,gc_alloc_rate_ciLow,gc_alloc_rate_ciHigh,gc_alloc_rate_unit,gc_count_score,gc_count_scoreError,gc_count_ciLow,gc_count_ciHigh,gc_count_unit,gc_time_score,gc_time_scoreError,gc_time_ciLow,gc_time_ciHigh,gc_time_unit,bucketCapacity,n,seed,baseDocs,wordsPerDoc,docs,threshold
bench.PerfectHashingBenchmark.containsMiss,containsMiss,avgt,0.004679778161541339,,,,us/op,1,0.004679778161541339,0.004679778161541339,2.619028618841274e-06,,,,B/op,0.0005335884371434272,,,,MB/sec,0.0,,0.0,0.0,counts,,,,,,,10000.0,42,,,,
bench.PerfectHashingBenchmark.containsMiss,containsMiss,avgt,0.013251434510516764,,,,us/op,1,0.013251434510516764,0.013251434510516764,7.383645741537696e-06,,,,B/op,0.0005312815605271809,,,,MB/sec,0.0,,0.0,0.0,counts,,,,,,,50000.0,42,,,,
bench.PerfectHashingBenchmark.containsMiss,containsMiss,thrpt,215.37837104840239,,,,ops/us,1,215.37837104840239,215.37837104840239,2.5870652438590104e-06,,,,B/op,0.0005312695147739662,,,,MB/sec,0.0,,0.0,0.0,counts,,,,,,,10000.0,42,,,,
bench.PerfectHashingBenchmark.containsMiss,containsMiss,thrpt,77.2217849274258,,,,ops/us,1,77.2217849274258,77.2217849274258,7.232824531250652e-06,,,,B/op,0.0005325434406829537,,,,MB/sec,0.0,,0.0,0.0,counts,,,,,,,50000.0,42,,,,
