benchmark,bench,mode,score,scoreError,ciLow,ciHigh,unit,rawCount,rawMin,rawMax,gc_alloc_rate_norm_score,gc_alloc_rate_norm_scoreError,gc_alloc_rate_norm_ciLow,gc_alloc_rate_norm_ciHigh,gc_alloc_rate_norm_unit,gc_alloc_rate_score,gc_alloc_rate_scoreError,gc_alloc_rate_ciLow,gc_alloc_rate_ciHigh,gc_alloc_rate_unit,gc_count_score,gc_count_scoreError,gc_count_ciLow,gc_count_ciHigh,gc_count_unit,gc_time_score,gc_time_scoreError,gc_time_ciLow,gc_time_ciHigh,gc_time_unit,bucketCapacity,n,seed,baseDocs,wordsPerDoc,docs,threshold
bench.PerfectHashingBenchmark.getHit,getHit,avgt,0.008277678258984044,0.0005969763247063444,0.0076807019342777,0.008874654583690389,us/op,5,0.008012455336820356,0.008393133228404894,4.458281737399778e-06,3.214964554688191e-07,4.136785281930959e-06,4.779778192868597e-06,B/op,0.0005135850199765562,2.0810218716758604e-08,0.0005135642097578395,0.000513605830195273,MB/sec,0.0,,0.0,0.0,counts,,,,,,,10000.0,42,,,,
bench.PerfectHashingBenchmark.getHit,getHit,avgt,0.008954676540886414,0.0004426142276785743,0.008512062313207839,0.009397290768564989,us/op,5,0.008821471122243615,0.009071805224887949,4.825136909789831e-06,2.2899722182440102e-07,4.59613968796543e-06,5.054134131614232e-06,B/op,0.0005138243432294672,2.0373580543992005e-06,0.000511786985175068,0.0005158617012838663,MB/sec,0.0,,0.0,0.0,counts,,,,,,,50000.0,42,,,,
bench.PerfectHashingBenchmark.getHit,getHit,thrpt,122.36561499451018,6.626286360732109,115.73932863377807,128.9919013552423,ops/us,5,120.13580088167508,124.49078469647634,4.402190463952251e-06,2.3850937426470107e-07,4.16368108968755e-06,4.640699838216952e-06,B/op,0.000513579135165567,5.0886008106452764e-08,0.0005135282491574606,0.0005136300211736734,MB/sec,0.0,,0.0,0.0,counts,,,,,,,10000.0,42,,,,
bench.PerfectHashingBenchmark.getHit,getHit,thrpt,108.55732077786153,10.759055286298846,97.79826549156269,119.31637606416038,ops/us,5,106.14768774047094,113.05820684186658,4.980328517136429e-06,5.334300555740114e-07,4.446898461562417e-06,5.51375857271044e-06,B/op,0.0005152538295709454,6.951489003992241e-06,0.0005083023405669532,0.0005222053185749376,MB/sec,0.0,,0.0,0.0,counts,,,,,,,50000.0,42,,,,
