benchmark,bench,mode,score,scoreError,ciLow,ciHigh,unit,rawCount,rawMin,rawMax,gc_alloc_rate_norm_score,gc_alloc_rate_norm_scoreError,gc_alloc_rate_norm_ciLow,gc_alloc_rate_norm_ciHigh,gc_alloc_rate_norm_unit,gc_alloc_rate_score,gc_alloc_rate_scoreError,gc_alloc_rate_ciLow,gc_alloc_rate_ciHigh,gc_alloc_rate_unit,gc_count_score,gc_count_scoreError,gc_count_ciLow,gc_count_ciHigh,gc_count_unit,gc_time_score,gc_time_scoreError,gc_time_ciLow,gc_time_ciHigh,gc_time_unit,bucketCapacity,n,seed,baseDocs,wordsPerDoc,docs,threshold
bench.ExtendableHashTableBenchmark.removeThenPut,removeThenPut,avgt,16.367146301549834,0.05150739476191815,16.315638906787918,16.41865369631175,us/op,5,16.351891233766235,16.388693573910633,34.62965546579595,0.4927199468066333,34.13693551898932,35.12237541260258,B/op,2.0013613101553736,0.029361331771493207,1.9719999783838804,2.0307226419268667,MB/sec,1.0,,1.0,1.0,counts,0.0,,0.0,0.0,ms,2.0,1000.0,42,,,,
bench.ExtendableHashTableBenchmark.removeThenPut,removeThenPut,avgt,0.6499259178685971,0.0071860436024470216,0.6427398742661501,0.6571119614710441,us/op,5,0.6479278136183703,0.6527716263423889,25.624546091048284,0.01946682111185383,25.60507926993643,25.64401291216014,B/op,37.232719778537565,0.40782073782467565,36.824899040712886,37.64054051636224,MB/sec,1.0,,1.0,1.0,counts,1.0,,1.0,1.0,ms,4.0,1000.0,42,,,,
bench.ExtendableHashTableBenchmark.removeThenPut,removeThenPut,avgt,0.1862062080316253,0.004583384192674834,0.18162282383895045,0.19078959222430014,us/op,5,0.18517699048698458,0.18802202982185073,28.51825555728596,0.005850435972252129,28.51240512131371,28.524105993258214,B/op,141.6425666241054,3.126035859418812,138.5165307646866,144.7686024835242,MB/sec,5.0,,5.0,5.0,counts,3.0,,3.0,3.0,ms,8.0,1000.0,42,,,,
bench.ExtendableHashTableBenchmark.removeThenPut,removeThenPut,avgt,256.45585569585216,1.2564560958753725,255.1993995999768,257.71231179172753,us/op,5,255.95251659488218,256.78786426029484,143.97169818451778,8.044465795615363,135.9272323889024,152.01616398013314,B/op,0.2606859085680254,0.014458673801451232,0.24622723476657418,0.27514458236947664,MB/sec,0.0,,0.0,0.0,counts,,,,,,2.0,10000.0,42,,,,
bench.ExtendableHashTableBenchmark.removeThenPut,removeThenPut,avgt,16.752011755635596,0.10441042489397556,16.647601330741622,16.85642218052957,us/op,5,16.726623338966764,16.791007962630495,28.919296937311305,0.5082829612181868,28.41101397609312,29.42757989852949,B/op,1.550110704002602,0.03397137101696514,1.516139332985637,1.5840820750195672,MB/sec,0.0,,0.0,0.0,counts,,,,,,4.0,10000.0,42,,,,
bench.ExtendableHashTableBenchmark.removeThenPut,removeThenPut,avgt,1.0838518585716725,0.005849091022401107,1.0780027675492714,1.0897009495940737,us/op,5,1.0815190548135742,1.0856424354925738,17.387397080312773,0.032596284095807115,17.354800796216967,17.41999336440858,B/op,15.132862280099355,0.10395424380039152,15.028908036298963,15.236816523899746,MB/sec,1.0,,1.0,1.0,counts,1.0,,1.0,1.0,ms,8.0,10000.0,42,,,,
bench.ExtendableHashTableBenchmark.removeThenPut,removeThenPut,thrpt,0.06119077957350053,0.0004304169058292916,0.06076036266767124,0.06162119647932982,ops/us,5,0.061010890883794675,0.06129427888931519,34.62947258868239,0.5074113578649369,34.12206123081745,35.13688394654733,B/op,2.004234881980018,0.03012628548776995,1.9741085964922482,2.034361167467788,MB/sec,1.0,,1.0,1.0,counts,0.0,,0.0,0.0,ms,2.0,1000.0,42,,,,
bench.ExtendableHashTableBenchmark.removeThenPut,removeThenPut,thrpt,1.5442470645339712,0.019360018402537052,1.524887046131434,1.5636070829365083,ops/us,5,1.5390346051877548,1.5513638136787997,25.62455009552503,0.01996104250046037,25.604589053024572,25.64451113802549,B/op,37.43461055712396,0.6799809592833649,36.7546295978406,38.11459151640732,MB/sec,1.0,,1.0,1.0,counts,1.0,,1.0,1.0,ms,4.0,1000.0,42,,,,
bench.ExtendableHashTableBenchmark.removeThenPut,removeThenPut,thrpt,5.452204362257827,0.019740109570193953,5.432464252687633,5.471944471828022,ops/us,5,5.444774395595569,5.457416311860122,28.518150258347884,0.005668275788057822,28.512481982559827,28.52381853413594,B/op,143.76051242120303,2.972791126414675,140.78772129478835,146.7333035476177,MB/sec,5.0,,5.0,5.0,counts,3.0,,3.0,3.0,ms,8.0,1000.0,42,,,,
bench.ExtendableHashTableBenchmark.removeThenPut,removeThenPut,thrpt,0.0038952280381305245,2.221064694243616e-05,0.0038730173911880883,0.003917438685072961,ops/us,5,0.0038888119863285196,0.003903823738943833,144.61964998211494,8.192520061741346,136.4271299203736,152.81217004385627,B/op,0.26116655534626193,0.014523955396088322,0.2466425999501736,0.27569051074235024,MB/sec,0.0,,0.0,0.0,counts,,,,,,2.0,10000.0,42,,,,
bench.ExtendableHashTableBenchmark.removeThenPut,removeThenPut,thrpt,0.05972470483656629,0.0006966849405379097,0.059028019896028384,0.0604213897771042,ops/us,5,0.059408435378158764,0.059870158265722694,28.935263683989632,0.51394341007315,28.421320273916482,29.449207094062782,B/op,1.5516602577626801,0.03540888193227878,1.5162513758304013,1.587069139694959,MB/sec,0.0,,0.0,0.0,counts,,,,,,4.0,10000.0,42,,,,
bench.ExtendableHashTableBenchmark.removeThenPut,removeThenPut,thrpt,0.9226671428273875,0.010781604596270757,0.9118855382311167,0.9334487474236582,ops/us,5,0.9189625232918849,0.9256899406947896,17.388249680626476,0.033492625575487316,17.35475705505099,17.421742306201963,B/op,15.13212548556117,0.2019627357176572,14.930162749843513,15.334088221278828,MB/sec,1.0,,1.0,1.0,counts,1.0,,1.0,1.0,ms,8.0,10000.0,42,,,,
