benchmark,bench,mode,score,scoreError,ciLow,ciHigh,unit,rawCount,rawMin,rawMax,gc_alloc_rate_norm_score,gc_alloc_rate_norm_scoreError,gc_alloc_rate_norm_ciLow,gc_alloc_rate_norm_ciHigh,gc_alloc_rate_norm_unit,gc_alloc_rate_score,gc_alloc_rate_scoreError,gc_alloc_rate_ciLow,gc_alloc_rate_ciHigh,gc_alloc_rate_unit,gc_count_score,gc_count_scoreError,gc_count_ciLow,gc_count_ciHigh,gc_count_unit,gc_time_score,gc_time_scoreError,gc_time_ciLow,gc_time_ciHigh,gc_time_unit,bucketCapacity,n,seed,baseDocs,wordsPerDoc,docs,threshold
bench.ExtendableHashTableBenchmark.putThenRemove,putThenRemove,avgt,34.812217089558686,0.17866645975891451,34.63355062979977,34.9908835493176,us/op,5,34.76743008416115,34.883556727775854,38.50983708081057,1.0634392493912925,37.446397831419276,39.573276330201864,B/op,1.0465511012709388,0.029489282916154467,1.0170618183547844,1.0760403841870931,MB/sec,0.0,,0.0,0.0,counts,,,,,,2.0,1000.0,42,,,,
bench.ExtendableHashTableBenchmark.putThenRemove,putThenRemove,avgt,0.5543709515613953,0.00938710549775122,0.544983846063644,0.5637580570591465,us/op,5,0.5513836004094166,0.5570351213313943,21.717398028307585,0.017050784314894093,21.70034724399269,21.734448812622478,B/op,37.015407110969576,0.6816741672952691,36.333732943674306,37.69708127826485,MB/sec,1.0,,1.0,1.0,counts,0.0,,0.0,0.0,ms,4.0,1000.0,42,,,,
bench.ExtendableHashTableBenchmark.putThenRemove,putThenRemove,avgt,0.09501797847772879,0.0006303595461102009,0.0943876189316186,0.09564833802383899,us/op,5,0.09479820094674565,0.09518788491070407,12.579232514745398,0.0029945215219028347,12.576237993223495,12.5822270362673,B/op,122.76400796101044,2.385894523613875,120.37811343739656,125.1499024846243,MB/sec,4.0,,4.0,4.0,counts,2.0,,2.0,2.0,ms,8.0,1000.0,42,,,,
bench.ExtendableHashTableBenchmark.putThenRemove,putThenRemove,avgt,264.95853239988503,1.2738000141058883,263.6847323857791,266.23233241399095,us/op,5,264.70624764150944,265.5198641261498,148.78493544150524,7.752534979762303,141.03240046174292,156.53747042126756,B/op,0.26075130837612387,0.01365920050665736,0.2470921078694665,0.27441050888278123,MB/sec,0.0,,0.0,0.0,counts,,,,,,2.0,10000.0,42,,,,
bench.ExtendableHashTableBenchmark.putThenRemove,putThenRemove,avgt,15.469194942199582,0.16116211762426585,15.308032824575317,15.630357059823847,us/op,5,15.426300613965422,15.524886270998024,26.68786658712193,0.5262987747092942,26.16156781241264,27.214165361831224,B/op,1.5488713810057724,0.024324439796385905,1.5245469412093864,1.5731958208021584,MB/sec,0.0,,0.0,0.0,counts,,,,,,4.0,10000.0,42,,,,
bench.ExtendableHashTableBenchmark.putThenRemove,putThenRemove,avgt,1.1787291468438936,0.0037955392649780227,1.1749336075789156,1.1825246861088716,us/op,5,1.178014893691466,1.180350804185058,19.151421914547406,0.03664446719052132,19.114777447356886,19.188066381737926,B/op,15.32110922749457,0.04885849658328114,15.27225073091129,15.369967724077851,MB/sec,1.0,,1.0,1.0,counts,1.0,,1.0,1.0,ms,8.0,10000.0,42,,,,
bench.ExtendableHashTableBenchmark.putThenRemove,putThenRemove,thrpt,0.028803133776307,0.000206208172138187,0.02859692560416881,0.029009341948445188,ops/us,5,0.028726335310784955,0.02884165030385935,38.509777500321626,1.0847392403286142,37.42503825999301,39.59451674065024,B/op,1.0494690774630477,0.027191521554073412,1.0222775559089743,1.0766605990171212,MB/sec,0.0,,0.0,0.0,counts,,,,,,2.0,1000.0,42,,,,
bench.ExtendableHashTableBenchmark.putThenRemove,putThenRemove,thrpt,1.8202980988760449,0.034561142118338974,1.785736956757706,1.8548592409943838,ops/us,5,1.8108647717332809,1.8345952956792442,21.717204525815312,0.01722485675931218,21.699979669056,21.734429382574625,B/op,37.43434366164683,0.6413031115819493,36.79304055006488,38.075646773228776,MB/sec,1.0,,1.0,1.0,counts,1.0,,1.0,1.0,ms,4.0,1000.0,42,,,,
bench.ExtendableHashTableBenchmark.putThenRemove,putThenRemove,thrpt,10.538472426912854,0.12171389087981736,10.416758536033036,10.660186317792672,ops/us,5,10.501412931776503,10.570590131966414,12.579237005312281,0.003059221924754049,12.576177783387527,12.582296227237036,B/op,123.3957855917901,1.5160210582484075,121.87976453354169,124.91180665003851,MB/sec,4.0,,4.0,4.0,counts,3.0,,3.0,3.0,ms,8.0,1000.0,42,,,,
bench.ExtendableHashTableBenchmark.putThenRemove,putThenRemove,thrpt,0.0037706752023451084,2.6691855527173382e-05,0.003743983346817935,0.003797367057872282,ops/us,5,0.003759116076513172,0.0037765769063543893,149.29400177746805,8.167562148415898,141.12643962905216,157.46156392588395,B/op,0.2609060376492732,0.013588397056408833,0.2473176405928644,0.2744944347056821,MB/sec,0.0,,0.0,0.0,counts,,,,,,2.0,10000.0,42,,,,
